event_id,timestamp,developer_id,activity_type,language,duration_seconds
IDE07457,2026-08-02 21:58:00,DEV253,idle,JavaScript,160
IDE03310,2026-08-02 21:59:00,DEV062,testing,SQL,1369
IDE00844,2026-08-02 22:02:00,DEV190,coding,SQL,133
IDE08834,2026-08-02 22:06:00,DEV110,idle,Python,1617
IDE05116,2026-08-02 22:07:00,DEV189,coding,JavaScript,687
IDE08180,2026-08-02 22:13:00,DEV348,terminal,TypeScript,35
IDE01171,2026-08-02 22:15:00,DEV020,idle,SQL,704
IDE06996,2026-08-02 22:16:00,DEV318,idle,Python,676
IDE08674,2026-08-02 22:16:00,DEV439,terminal,TypeScript,357
IDE04039,2026-08-02 22:17:00,DEV269,file_open,JavaScript,724
IDE04738,2026-08-02 22:19:00,DEV190,file_open,JavaScript,1404
IDE05683,2026-08-02 22:19:00,DEV438,testing,JavaScript,122
IDE04367,2026-08-02 22:23:00,DEV145,idle,SQL,1141
IDE00672,2026-08-02 22:32:00,DEV317,idle,TypeScript,1740
IDE02938,2026-08-02 22:36:00,DEV094,debugging,Python,204
IDE05837,2026-08-02 22:37:00,DEV112,idle,TypeScript,845
IDE07454,2026-08-02 22:37:00,DEV253,idle,SQL,1444
IDE05466,2026-08-02 22:38:00,DEV448,coding,TypeScript,1446
IDE07010,2026-08-02 22:40:00,DEV278,coding,Python,599
IDE00212,2026-08-02 22:44:00,DEV405,debugging,JavaScript,793
IDE01161,2026-08-02 22:47:00,DEV463,debugging,SQL,1658
IDE00416,2026-08-02 22:49:00,DEV035,debugging,Java,735
IDE09096,2026-08-02 22:50:00,DEV462,file_open,TypeScript,1676
IDE05830,2026-08-02 22:53:00,DEV053,file_open,Java,213
IDE00145,2026-08-02 22:58:00,DEV082,coding,TypeScript,667
IDE09163,2026-08-02 22:59:00,DEV279,debugging,Python,722
IDE01257,2026-08-02 23:00:00,DEV112,terminal,JavaScript,654
IDE02161,2026-08-02 23:01:00,DEV325,terminal,SQL,1720
IDE01068,2026-08-02 23:02:00,DEV101,terminal,Java,814
IDE03866,2026-08-02 23:03:00,DEV264,terminal,JavaScript,1767
IDE06479,2026-08-02 23:04:00,DEV072,testing,SQL,848
IDE06580,2026-08-02 23:05:00,DEV331,testing,TypeScript,1132
IDE01957,2026-08-02 23:08:00,DEV179,debugging,Python,1211
IDE00699,2026-08-02 23:10:00,DEV292,debugging,Python,1276
IDE05017,2026-08-02 23:12:00,DEV091,debugging,SQL,127
IDE00633,2026-08-02 23:14:00,DEV344,debugging,TypeScript,880
IDE05877,2026-08-02 23:14:00,DEV415,terminal,JavaScript,1784
IDE07463,2026-08-02 23:15:00,DEV379,coding,TypeScript,995
IDE03913,2026-08-02 23:20:00,DEV295,file_open,SQL,1176
IDE00281,2026-08-02 23:21:00,DEV477,debugging,Python,566
IDE05365,2026-08-02 23:22:00,DEV424,testing,TypeScript,1592
IDE05194,2026-08-02 23:24:00,DEV247,idle,Java,1121
IDE09184,2026-08-02 23:29:00,DEV118,idle,JavaScript,815
IDE02557,2026-08-02 23:30:00,DEV147,testing,TypeScript,1007
IDE08057,2026-08-02 23:31:00,DEV467,testing,TypeScript,38
IDE07957,2026-08-02 23:32:00,DEV312,idle,Python,538
IDE05339,2026-08-02 23:33:00,DEV209,testing,SQL,1741
IDE06347,2026-08-02 23:33:00,DEV123,coding,TypeScript,647
IDE05363,2026-08-02 23:34:00,DEV447,terminal,Java,36
IDE06815,2026-08-02 23:34:00,DEV315,coding,Python,1457
IDE05852,2026-08-02 23:38:00,DEV117,coding,TypeScript,1070
IDE05608,2026-08-02 23:42:00,DEV052,coding,JavaScript,781
IDE05849,2026-08-02 23:44:00,DEV013,coding,SQL,197
IDE04611,2026-08-02 23:46:00,DEV483,file_open,Java,555
IDE06976,2026-08-02 23:46:00,DEV127,file_open,Java,1289
IDE02209,2026-08-02 23:48:00,DEV412,coding,TypeScript,518
IDE08861,2026-08-02 23:48:00,DEV259,terminal,JavaScript,1508
IDE09479,2026-08-02 23:48:00,DEV082,coding,JavaScript,1551
IDE06699,2026-08-02 23:52:00,DEV357,idle,JavaScript,1389
IDE07644,2026-08-03 00:00:00,DEV031,debugging,TypeScript,944
IDE00141,2026-08-03 00:04:00,DEV311,idle,Python,571
IDE02011,2026-08-03 00:04:00,DEV259,testing,TypeScript,1619
IDE06165,2026-08-03 00:04:00,DEV439,file_open,Python,1060
IDE06216,2026-08-03 00:04:00,DEV002,testing,TypeScript,1010
IDE00578,2026-08-03 00:06:00,DEV207,idle,Java,487
IDE04936,2026-08-03 00:06:00,DEV274,file_open,TypeScript,1656
IDE08226,2026-08-03 00:07:00,DEV334,debugging,SQL,1094
IDE08613,2026-08-03 00:07:00,DEV112,coding,SQL,339
IDE07088,2026-08-03 00:10:00,DEV371,testing,Java,1245
IDE06575,2026-08-03 00:15:00,DEV456,idle,Java,1367
IDE09985,2026-08-03 00:15:00,DEV162,testing,Java,1326
IDE08757,2026-08-03 00:16:00,DEV102,debugging,Python,600
IDE01708,2026-08-03 00:18:00,DEV210,file_open,SQL,658
IDE06308,2026-08-03 00:18:00,DEV295,testing,Python,52
IDE08058,2026-08-03 00:21:00,DEV135,debugging,SQL,664
IDE08827,2026-08-03 00:21:00,DEV324,file_open,Java,122
IDE01245,2026-08-03 00:22:00,DEV072,coding,Python,814
IDE05526,2026-08-03 00:28:00,DEV460,terminal,JavaScript,129
IDE04920,2026-08-03 00:33:00,DEV499,coding,JavaScript,252
IDE01968,2026-08-03 00:35:00,DEV413,file_open,JavaScript,1080
IDE00715,2026-08-03 00:38:00,DEV439,idle,Python,1354
IDE01284,2026-08-03 00:38:00,DEV333,coding,JavaScript,1636
IDE03578,2026-08-03 00:38:00,DEV292,debugging,Python,483
IDE00749,2026-08-03 00:40:00,DEV235,coding,JavaScript,289
IDE00029,2026-08-03 00:44:00,DEV163,file_open,JavaScript,301
IDE02170,2026-08-03 00:44:00,DEV411,testing,JavaScript,788
IDE00285,2026-08-03 00:45:00,DEV147,terminal,SQL,294
IDE00457,2026-08-03 00:45:00,DEV353,debugging,JavaScript,1597
IDE01670,2026-08-03 00:54:00,DEV133,file_open,TypeScript,1094
IDE08936,2026-08-03 00:54:00,DEV232,coding,JavaScript,1511
IDE09617,2026-08-03 00:54:00,DEV237,idle,SQL,708
IDE07146,2026-08-03 00:55:00,DEV488,debugging,Java,346
IDE07667,2026-08-03 00:57:00,DEV470,coding,SQL,684
IDE08855,2026-08-03 00:57:00,DEV390,coding,TypeScript,94
IDE04199,2026-08-03 00:58:00,DEV329,file_open,TypeScript,1222
IDE03509,2026-08-03 00:59:00,DEV381,terminal,JavaScript,1123
IDE08927,2026-08-03 00:59:00,DEV114,idle,SQL,463
IDE09977,2026-08-03 01:02:00,DEV164,idle,Python,1448
IDE05478,2026-08-03 01:07:00,DEV389,coding,TypeScript,1054
IDE07527,2026-08-03 01:09:00,DEV223,debugging,Python,861
IDE00006,2026-08-03 01:10:00,DEV174,file_open,Java,355
IDE00566,2026-08-03 01:12:00,DEV048,file_open,JavaScript,1359
IDE09624,2026-08-03 01:15:00,DEV234,coding,SQL,881
IDE01079,2026-08-03 01:16:00,DEV075,testing,JavaScript,458
IDE03268,2026-08-03 01:16:00,DEV359,idle,TypeScript,1711
IDE05191,2026-08-03 01:16:00,DEV269,idle,Java,246
IDE09024,2026-08-03 01:17:00,DEV277,terminal,JavaScript,816
IDE01906,2026-08-03 01:23:00,DEV350,terminal,JavaScript,554
IDE03598,2026-08-03 01:24:00,DEV105,testing,Java,55
IDE02250,2026-08-03 01:27:00,DEV135,coding,SQL,1729
IDE08272,2026-08-03 01:29:00,DEV278,file_open,JavaScript,913
IDE09785,2026-08-03 01:29:00,DEV123,debugging,Python,1627
IDE01051,2026-08-03 01:30:00,DEV468,debugging,Python,754
IDE07613,2026-08-03 01:30:00,DEV235,testing,Python,1527
IDE07474,2026-08-03 01:31:00,DEV331,terminal,TypeScript,1284
IDE05366,2026-08-03 01:33:00,DEV091,debugging,JavaScript,382
IDE06683,2026-08-03 01:34:00,DEV113,coding,TypeScript,854
IDE06731,2026-08-03 01:38:00,DEV461,testing,Java,1700
IDE07743,2026-08-03 01:38:00,DEV115,debugging,TypeScript,930
IDE09742,2026-08-03 01:38:00,DEV053,terminal,Python,626
IDE00023,2026-08-03 01:39:00,DEV004,terminal,TypeScript,395
IDE09539,2026-08-03 01:41:00,DEV428,testing,Python,236
IDE09811,2026-08-03 01:44:00,DEV043,file_open,JavaScript,149
IDE01632,2026-08-03 01:45:00,DEV204,testing,JavaScript,422
IDE04312,2026-08-03 01:48:00,DEV422,terminal,Python,257
IDE09949,2026-08-03 01:50:00,DEV177,idle,JavaScript,1240
IDE09968,2026-08-03 01:51:00,DEV138,idle,SQL,522
IDE07935,2026-08-03 01:53:00,DEV308,idle,JavaScript,1183
IDE00573,2026-08-03 01:57:00,DEV397,file_open,Java,821
IDE06029,2026-08-03 01:58:00,DEV288,testing,SQL,327
IDE07653,2026-08-03 02:00:00,DEV387,coding,Python,581
IDE07675,2026-08-03 02:00:00,DEV002,testing,TypeScript,232
IDE01049,2026-08-03 02:01:00,DEV103,testing,TypeScript,1611
IDE03379,2026-08-03 02:03:00,DEV410,idle,TypeScript,617
IDE06723,2026-08-03 02:04:00,DEV216,testing,JavaScript,1161
IDE05677,2026-08-03 02:05:00,DEV282,idle,Python,977
IDE05965,2026-08-03 02:05:00,DEV372,testing,SQL,1744
IDE05502,2026-08-03 02:06:00,DEV087,testing,TypeScript,1612
IDE07287,2026-08-03 02:20:00,DEV359,debugging,SQL,182
IDE08719,2026-08-03 02:20:00,DEV322,terminal,TypeScript,1107
IDE05788,2026-08-03 02:21:00,DEV270,testing,Python,488
IDE06968,2026-08-03 02:21:00,DEV023,testing,TypeScript,822
IDE02953,2026-08-03 02:23:00,DEV080,testing,Java,411
IDE03999,2026-08-03 02:23:00,DEV012,testing,TypeScript,1222
IDE01986,2026-08-03 02:31:00,DEV339,idle,JavaScript,363
IDE08743,2026-08-03 02:31:00,DEV312,terminal,Python,31
IDE07323,2026-08-03 02:32:00,DEV394,terminal,SQL,832
IDE07868,2026-08-03 02:32:00,DEV297,coding,SQL,1616
IDE06448,2026-08-03 02:37:00,DEV102,terminal,Java,473
IDE04603,2026-08-03 02:39:00,DEV157,idle,TypeScript,444
IDE05335,2026-08-03 02:40:00,DEV237,coding,SQL,275
IDE07855,2026-08-03 02:40:00,DEV415,coding,TypeScript,552
IDE04325,2026-08-03 02:43:00,DEV187,testing,Java,777
IDE01739,2026-08-03 02:45:00,DEV189,idle,SQL,1298
IDE02727,2026-08-03 02:45:00,DEV286,coding,TypeScript,462
IDE05148,2026-08-03 02:45:00,DEV345,idle,TypeScript,371
IDE08610,2026-08-03 02:46:00,DEV252,idle,Python,238
IDE03217,2026-08-03 02:47:00,DEV273,idle,Python,1644
IDE06427,2026-08-03 02:49:00,DEV319,testing,TypeScript,1303
IDE05558,2026-08-03 02:51:00,DEV487,idle,Python,75
IDE04119,2026-08-03 02:57:00,DEV264,testing,JavaScript,1453
IDE06727,2026-08-03 03:03:00,DEV438,coding,JavaScript,853
IDE03365,2026-08-03 03:05:00,DEV330,coding,JavaScript,971
IDE06988,2026-08-03 03:05:00,DEV077,coding,JavaScript,394
IDE09921,2026-08-03 03:13:00,DEV461,debugging,Java,1756
IDE01771,2026-08-03 03:19:00,DEV475,coding,TypeScript,1550
IDE04053,2026-08-03 03:21:00,DEV496,debugging,TypeScript,1163
IDE04773,2026-08-03 03:26:00,DEV092,coding,Python,1061
IDE04046,2026-08-03 03:27:00,DEV304,terminal,JavaScript,1016
IDE02006,2026-08-03 03:31:00,DEV041,coding,JavaScript,386
IDE02134,2026-08-03 03:31:00,DEV351,file_open,SQL,1409
IDE08286,2026-08-03 03:34:00,DEV077,terminal,SQL,421
IDE00103,2026-08-03 03:35:00,DEV024,coding,Java,743
IDE03264,2026-08-03 03:35:00,DEV146,coding,SQL,1530
IDE07089,2026-08-03 03:35:00,DEV349,coding,Java,1118
IDE07835,2026-08-03 03:36:00,DEV060,testing,SQL,1487
IDE06145,2026-08-03 03:39:00,DEV219,terminal,TypeScript,976
IDE01048,2026-08-03 03:44:00,DEV396,idle,TypeScript,1531
IDE09211,2026-08-03 03:44:00,DEV037,coding,Java,730
IDE01823,2026-08-03 03:45:00,DEV435,testing,Java,990
IDE05620,2026-08-03 03:49:00,DEV030,terminal,SQL,1180
IDE02205,2026-08-03 03:52:00,DEV048,testing,JavaScript,1304
IDE09739,2026-08-03 03:55:00,DEV143,debugging,JavaScript,124
IDE02456,2026-08-03 03:59:00,DEV494,debugging,JavaScript,1050
IDE03582,2026-08-03 04:04:00,DEV003,debugging,TypeScript,618
IDE04292,2026-08-03 04:04:00,DEV400,idle,TypeScript,1197
IDE09077,2026-08-03 04:04:00,DEV479,idle,SQL,1611
IDE04002,2026-08-03 04:06:00,DEV140,terminal,JavaScript,1067
IDE03247,2026-08-03 04:11:00,DEV159,debugging,TypeScript,253
IDE09681,2026-08-03 04:11:00,DEV228,terminal,JavaScript,1538
IDE06404,2026-08-03 04:12:00,DEV303,file_open,SQL,998
IDE04426,2026-08-03 04:15:00,DEV379,testing,Java,204
IDE09505,2026-08-03 04:18:00,DEV444,file_open,Java,1474
IDE05195,2026-08-03 04:23:00,DEV090,testing,SQL,1536
IDE09712,2026-08-03 04:24:00,DEV102,file_open,Java,1523
IDE02184,2026-08-03 04:29:00,DEV189,terminal,SQL,190
IDE06258,2026-08-03 04:29:00,DEV454,testing,SQL,535
IDE04757,2026-08-03 04:30:00,DEV275,coding,Python,1757
IDE05554,2026-08-03 04:31:00,DEV157,testing,TypeScript,880
IDE06816,2026-08-03 04:31:00,DEV254,file_open,SQL,693
IDE08528,2026-08-03 04:32:00,DEV054,file_open,Java,63
IDE05602,2026-08-03 04:35:00,DEV231,idle,Java,848
IDE06600,2026-08-03 04:35:00,DEV105,file_open,Python,155
IDE08597,2026-08-03 04:38:00,DEV472,coding,JavaScript,1107
IDE07572,2026-08-03 04:39:00,DEV388,coding,JavaScript,1631
IDE00388,2026-08-03 04:45:00,DEV376,idle,TypeScript,251
IDE00979,2026-08-03 04:45:00,DEV467,coding,Java,821
IDE02485,2026-08-03 04:46:00,DEV061,terminal,JavaScript,1797
IDE00170,2026-08-03 04:47:00,DEV325,coding,JavaScript,1273
IDE04458,2026-08-03 04:47:00,DEV083,idle,Java,567
IDE07354,2026-08-03 04:49:00,DEV496,idle,SQL,1064
IDE04159,2026-08-03 04:50:00,DEV077,idle,TypeScript,634
IDE05256,2026-08-03 04:50:00,DEV405,file_open,Java,1436
IDE01074,2026-08-03 04:52:00,DEV205,terminal,TypeScript,1204
IDE03069,2026-08-03 04:53:00,DEV368,testing,JavaScript,609
IDE02871,2026-08-03 05:00:00,DEV411,terminal,Java,143
IDE03780,2026-08-03 05:01:00,DEV277,debugging,SQL,250
IDE06922,2026-08-03 05:01:00,DEV358,terminal,SQL,691
IDE09800,2026-08-03 05:02:00,DEV187,debugging,Java,1400
IDE03694,2026-08-03 05:03:00,DEV032,debugging,JavaScript,1611
IDE05005,2026-08-03 05:04:00,DEV292,testing,Python,587
IDE08070,2026-08-03 05:08:00,DEV080,testing,JavaScript,1587
IDE08151,2026-08-03 05:08:00,DEV438,coding,Java,1644
IDE02235,2026-08-03 05:16:00,DEV317,file_open,TypeScript,1698
IDE05600,2026-08-03 05:16:00,DEV078,testing,Java,1448
IDE02703,2026-08-03 05:17:00,DEV160,terminal,Python,357
IDE07882,2026-08-03 05:20:00,DEV421,coding,Java,903
IDE04523,2026-08-03 05:25:00,DEV417,testing,Python,488
IDE01169,2026-08-03 05:28:00,DEV085,file_open,TypeScript,849
IDE08487,2026-08-03 05:28:00,DEV209,terminal,Java,328
IDE00725,2026-08-03 05:29:00,DEV083,testing,SQL,624
IDE07140,2026-08-03 05:29:00,DEV054,terminal,SQL,774
IDE08667,2026-08-03 05:29:00,DEV486,file_open,JavaScript,372
IDE03035,2026-08-03 05:30:00,DEV428,debugging,SQL,1112
IDE03876,2026-08-03 05:30:00,DEV017,terminal,JavaScript,1561
IDE06241,2026-08-03 05:31:00,DEV416,terminal,TypeScript,1472
IDE03697,2026-08-03 05:36:00,DEV380,idle,Java,237
IDE07978,2026-08-03 05:36:00,DEV222,coding,TypeScript,1705
IDE05594,2026-08-03 05:41:00,DEV051,idle,JavaScript,1536
IDE02402,2026-08-03 05:42:00,DEV297,file_open,JavaScript,283
IDE00254,2026-08-03 05:43:00,DEV438,debugging,SQL,329
IDE03175,2026-08-03 05:45:00,DEV164,debugging,TypeScript,903
IDE06916,2026-08-03 05:49:00,DEV493,file_open,TypeScript,464
IDE00675,2026-08-03 05:58:00,DEV172,idle,TypeScript,1771
IDE01922,2026-08-03 05:58:00,DEV243,terminal,Python,670
IDE01547,2026-08-03 05:59:00,DEV395,testing,SQL,899
IDE05446,2026-08-03 06:02:00,DEV105,file_open,TypeScript,100
IDE07261,2026-08-03 06:03:00,DEV191,testing,SQL,1648
IDE06313,2026-08-03 06:05:00,DEV274,testing,SQL,1447
IDE08791,2026-08-03 06:06:00,DEV161,coding,Java,1628
IDE08514,2026-08-03 06:11:00,DEV161,coding,Java,1637
IDE03064,2026-08-03 06:12:00,DEV401,testing,SQL,1649
IDE05133,2026-08-03 06:13:00,DEV417,file_open,Python,1424
IDE08355,2026-08-03 06:17:00,DEV126,file_open,SQL,1293
IDE09014,2026-08-03 06:17:00,DEV028,idle,SQL,109
IDE00219,2026-08-03 06:19:00,DEV348,debugging,JavaScript,522
IDE07341,2026-08-03 06:19:00,DEV366,testing,JavaScript,1399
IDE02894,2026-08-03 06:22:00,DEV140,terminal,Java,1066
IDE02845,2026-08-03 06:23:00,DEV469,testing,SQL,406
IDE00774,2026-08-03 06:24:00,DEV234,debugging,Java,1023
IDE07898,2026-08-03 06:24:00,DEV322,idle,TypeScript,1056
IDE00527,2026-08-03 06:25:00,DEV316,terminal,JavaScript,819
IDE03230,2026-08-03 06:26:00,DEV112,testing,SQL,977
IDE02753,2026-08-03 06:28:00,DEV155,idle,TypeScript,371
IDE04418,2026-08-03 06:29:00,DEV346,coding,JavaScript,1360
IDE02482,2026-08-03 06:35:00,DEV415,coding,SQL,510
IDE04051,2026-08-03 06:38:00,DEV461,coding,Python,888
IDE01399,2026-08-03 06:43:00,DEV442,debugging,SQL,629
IDE01767,2026-08-03 06:44:00,DEV293,idle,Java,302
IDE00208,2026-08-03 06:46:00,DEV303,file_open,TypeScript,1442
IDE09203,2026-08-03 06:46:00,DEV491,idle,Python,1117
IDE01255,2026-08-03 06:47:00,DEV209,terminal,JavaScript,1038
IDE04389,2026-08-03 06:47:00,DEV059,debugging,JavaScript,1028
IDE07918,2026-08-03 06:48:00,DEV202,testing,Python,121
IDE07062,2026-08-03 06:59:00,DEV112,terminal,JavaScript,1711
IDE02207,2026-08-03 07:00:00,DEV418,coding,JavaScript,1214
IDE06134,2026-08-03 07:01:00,DEV269,idle,Java,985
IDE00260,2026-08-03 07:08:00,DEV034,testing,JavaScript,443
IDE02490,2026-08-03 07:09:00,DEV308,coding,JavaScript,1311
IDE05213,2026-08-03 07:10:00,DEV220,debugging,TypeScript,1570
IDE06493,2026-08-03 07:12:00,DEV026,coding,Java,1287
IDE05610,2026-08-03 07:14:00,DEV151,idle,Java,1784
IDE08278,2026-08-03 07:15:00,DEV413,debugging,Python,1205
IDE03579,2026-08-03 07:16:00,DEV246,idle,SQL,1225
IDE05275,2026-08-03 07:18:00,DEV317,testing,SQL,658
IDE06890,2026-08-03 07:28:00,DEV479,testing,TypeScript,420
IDE01905,2026-08-03 07:32:00,DEV088,testing,Python,653
IDE06856,2026-08-03 07:32:00,DEV288,testing,JavaScript,1380
IDE08691,2026-08-03 07:33:00,DEV171,file_open,Java,142
IDE08531,2026-08-03 07:35:00,DEV488,debugging,TypeScript,511
IDE09745,2026-08-03 07:38:00,DEV129,debugging,Python,1754
IDE07525,2026-08-03 07:43:00,DEV033,testing,TypeScript,1176
IDE00146,2026-08-03 07:44:00,DEV415,debugging,JavaScript,241
IDE03246,2026-08-03 07:48:00,DEV255,coding,TypeScript,324
IDE05407,2026-08-03 07:52:00,DEV383,file_open,SQL,557
IDE07676,2026-08-03 07:52:00,DEV130,debugging,Java,1032
IDE02169,2026-08-03 07:53:00,DEV138,idle,SQL,788
IDE00619,2026-08-03 07:54:00,DEV339,debugging,JavaScript,455
IDE09000,2026-08-03 07:54:00,DEV247,coding,Java,1356
IDE02367,2026-08-03 07:55:00,DEV290,idle,JavaScript,1744
IDE01574,2026-08-03 07:56:00,DEV187,testing,SQL,679
IDE05956,2026-08-03 07:56:00,DEV208,idle,TypeScript,630
IDE01933,2026-08-03 07:57:00,DEV361,debugging,SQL,609
IDE00761,2026-08-03 07:59:00,DEV225,idle,Java,141
IDE02296,2026-08-03 08:00:00,DEV188,coding,Java,580
IDE08503,2026-08-03 08:00:00,DEV470,terminal,SQL,1304
IDE08563,2026-08-03 08:00:00,DEV157,file_open,JavaScript,1432
IDE04043,2026-08-03 08:01:00,DEV198,terminal,Python,1404
IDE01034,2026-08-03 08:04:00,DEV412,debugging,Python,375
IDE09593,2026-08-03 08:06:00,DEV171,testing,JavaScript,876
IDE00983,2026-08-03 08:08:00,DEV390,testing,Python,925
IDE08009,2026-08-03 08:08:00,DEV107,testing,JavaScript,701
IDE00597,2026-08-03 08:10:00,DEV278,file_open,SQL,358
IDE07836,2026-08-03 08:14:00,DEV013,idle,SQL,1494
IDE00140,2026-08-03 08:18:00,DEV382,debugging,JavaScript,793
IDE00989,2026-08-03 08:18:00,DEV215,debugging,JavaScript,1385
IDE04500,2026-08-03 08:18:00,DEV290,idle,Python,420
IDE08483,2026-08-03 08:24:00,DEV198,file_open,Java,1106
IDE08654,2026-08-03 08:28:00,DEV317,debugging,Java,1730
IDE03135,2026-08-03 08:30:00,DEV264,idle,Python,1765
IDE03769,2026-08-03 08:30:00,DEV136,debugging,Java,1363
IDE02917,2026-08-03 08:33:00,DEV133,file_open,JavaScript,1313
IDE04710,2026-08-03 08:33:00,DEV183,terminal,Python,1531
IDE04713,2026-08-03 08:33:00,DEV206,terminal,JavaScript,752
IDE01770,2026-08-03 08:34:00,DEV356,terminal,JavaScript,1406
IDE01872,2026-08-03 08:34:00,DEV317,terminal,TypeScript,658
IDE08862,2026-08-03 08:35:00,DEV005,testing,Python,675
IDE06288,2026-08-03 08:37:00,DEV013,terminal,SQL,1032
IDE06151,2026-08-03 08:39:00,DEV130,terminal,JavaScript,434
IDE08474,2026-08-03 08:39:00,DEV238,testing,Java,1220
IDE02332,2026-08-03 08:40:00,DEV115,file_open,JavaScript,1024
IDE07165,2026-08-03 08:40:00,DEV167,testing,Java,657
IDE04476,2026-08-03 08:41:00,DEV386,testing,JavaScript,1733
IDE06883,2026-08-03 08:41:00,DEV243,debugging,JavaScript,855
IDE06131,2026-08-03 08:44:00,DEV449,file_open,SQL,1421
IDE08422,2026-08-03 08:47:00,DEV226,testing,Python,439
IDE05316,2026-08-03 08:49:00,DEV389,file_open,JavaScript,399
IDE03132,2026-08-03 08:50:00,DEV029,coding,JavaScript,437
IDE01054,2026-08-03 08:51:00,DEV343,debugging,JavaScript,670
IDE00812,2026-08-03 08:52:00,DEV367,file_open,JavaScript,701
IDE01818,2026-08-03 08:57:00,DEV002,coding,SQL,65
IDE06382,2026-08-03 08:58:00,DEV478,coding,Java,1584
IDE09348,2026-08-03 08:58:00,DEV358,testing,Java,1126
IDE05803,2026-08-03 09:14:00,DEV336,debugging,TypeScript,392
IDE01335,2026-08-03 09:18:00,DEV265,coding,TypeScript,913
IDE07588,2026-08-03 09:18:00,DEV421,debugging,JavaScript,1001
IDE04577,2026-08-03 09:19:00,DEV334,idle,JavaScript,404
IDE05352,2026-08-03 09:19:00,DEV035,file_open,SQL,1588
IDE07093,2026-08-03 09:24:00,DEV142,coding,Java,986
IDE05314,2026-08-03 09:27:00,DEV366,file_open,JavaScript,593
IDE09890,2026-08-03 09:27:00,DEV461,coding,SQL,352
IDE05040,2026-08-03 09:34:00,DEV279,debugging,SQL,1682
IDE02317,2026-08-03 09:35:00,DEV009,coding,TypeScript,1722
IDE03910,2026-08-03 09:36:00,DEV497,idle,TypeScript,304
IDE03981,2026-08-03 09:36:00,DEV387,terminal,SQL,192
IDE06991,2026-08-03 09:36:00,DEV410,coding,TypeScript,1366
IDE07452,2026-08-03 09:41:00,DEV080,file_open,JavaScript,1393
IDE02394,2026-08-03 09:42:00,DEV376,coding,JavaScript,1632
IDE01497,2026-08-03 09:45:00,DEV062,idle,JavaScript,1755
IDE03103,2026-08-03 09:47:00,DEV141,terminal,Python,1302
IDE04380,2026-08-03 09:47:00,DEV137,file_open,TypeScript,1363
IDE01944,2026-08-03 09:49:00,DEV070,file_open,SQL,1785
IDE09538,2026-08-03 09:49:00,DEV279,terminal,Java,1202
IDE05925,2026-08-03 09:50:00,DEV402,terminal,Python,1118
IDE02377,2026-08-03 09:57:00,DEV091,terminal,JavaScript,755
IDE02944,2026-08-03 09:57:00,DEV011,coding,Python,1284
IDE07215,2026-08-03 09:57:00,DEV092,debugging,TypeScript,1293
IDE04217,2026-08-03 09:58:00,DEV230,terminal,Java,1398
IDE04639,2026-08-03 09:58:00,DEV444,testing,SQL,724
IDE05843,2026-08-03 09:58:00,DEV152,idle,Java,1241
IDE02415,2026-08-03 10:00:00,DEV202,file_open,JavaScript,1171
IDE02982,2026-08-03 10:01:00,DEV459,file_open,JavaScript,599
IDE04923,2026-08-03 10:01:00,DEV171,idle,SQL,788
IDE05876,2026-08-03 10:01:00,DEV100,testing,Python,1334
IDE00918,2026-08-03 10:03:00,DEV061,file_open,Python,563
IDE03045,2026-08-03 10:05:00,DEV351,coding,Java,466
IDE04214,2026-08-03 10:06:00,DEV180,testing,SQL,1601
IDE06551,2026-08-03 10:08:00,DEV257,idle,Java,314
IDE04282,2026-08-03 10:11:00,DEV155,testing,JavaScript,142
IDE01347,2026-08-03 10:13:00,DEV289,terminal,SQL,1326
IDE07338,2026-08-03 10:14:00,DEV364,file_open,TypeScript,1057
IDE02780,2026-08-03 10:15:00,DEV175,file_open,TypeScript,1443
IDE05199,2026-08-03 10:15:00,DEV351,coding,JavaScript,1559
IDE04319,2026-08-03 10:20:00,DEV027,terminal,TypeScript,970
IDE01812,2026-08-03 10:23:00,DEV395,coding,Java,1140
IDE03785,2026-08-03 10:26:00,DEV297,testing,Java,1705
IDE04306,2026-08-03 10:26:00,DEV045,coding,Python,292
IDE02295,2026-08-03 10:29:00,DEV174,debugging,Python,944
IDE02546,2026-08-03 10:31:00,DEV097,terminal,TypeScript,501
IDE05203,2026-08-03 10:31:00,DEV471,terminal,SQL,1191
IDE00534,2026-08-03 10:35:00,DEV076,idle,JavaScript,208
IDE06228,2026-08-03 10:37:00,DEV338,coding,Python,578
IDE09595,2026-08-03 10:37:00,DEV468,terminal,Python,1241
IDE06331,2026-08-03 10:41:00,DEV283,idle,Java,1405
IDE04967,2026-08-03 10:42:00,DEV415,terminal,Java,176
IDE03680,2026-08-03 10:44:00,DEV384,idle,Java,1774
IDE01496,2026-08-03 10:46:00,DEV296,coding,Python,1447
IDE01682,2026-08-03 10:53:00,DEV276,debugging,Java,1245
IDE06129,2026-08-03 10:53:00,DEV091,file_open,JavaScript,939
IDE08553,2026-08-03 10:54:00,DEV107,file_open,JavaScript,818
IDE08450,2026-08-03 10:56:00,DEV338,idle,Python,1730
IDE06015,2026-08-03 10:59:00,DEV296,file_open,Python,1414
IDE02026,2026-08-03 11:00:00,DEV218,idle,Java,1678
IDE04216,2026-08-03 11:01:00,DEV235,terminal,SQL,1072
IDE03031,2026-08-03 11:02:00,DEV329,testing,TypeScript,1740
