event_id,timestamp,developer_id,issue_key,issue_type,status,priority,event_type
JR0172,2026-08-09 05:42:00,DEV008,COGNI-642,Story,Code Review,Medium,issue_created
JR0009,2026-08-09 05:54:00,DEV010,DEVOPS-144,Story,In Progress,Low,status_changed
JR0422,2026-08-09 07:05:00,DEV003,DATA-971,Improvement,In Progress,High,status_changed
JR0057,2026-08-09 07:18:00,DEV009,COGNI-871,Improvement,Done,Critical,issue_assigned
JR0192,2026-08-09 07:50:00,DEV005,DEVOPS-437,Bug,In Progress,Medium,comment_added
JR0122,2026-08-09 10:08:00,DEV004,DATA-859,Task,Code Review,Critical,issue_updated
JR0170,2026-08-09 11:37:00,DEV002,DEVOPS-785,Improvement,To Do,Critical,comment_added
JR0499,2026-08-09 11:38:00,DEV002,DATA-424,Bug,To Do,Medium,issue_created
JR0463,2026-08-09 12:42:00,DEV001,DATA-420,Bug,Testing,Medium,status_changed
JR0497,2026-08-09 13:02:00,DEV004,DATA-424,Task,Code Review,Medium,issue_created
JR0452,2026-08-09 13:08:00,DEV010,COGNI-914,Bug,Done,Critical,issue_updated
JR0500,2026-08-09 13:49:00,DEV005,COGNI-672,Task,Done,Low,status_changed
JR0451,2026-08-09 14:13:00,DEV006,DATA-774,Task,Code Review,Medium,comment_added
JR0214,2026-08-09 15:00:00,DEV008,DEVOPS-830,Bug,Code Review,Critical,issue_assigned
JR0429,2026-08-09 15:06:00,DEV005,DEVOPS-111,Improvement,Testing,High,status_changed
JR0227,2026-08-09 15:43:00,DEV006,DEVOPS-691,Task,In Progress,Low,issue_updated
JR0104,2026-08-09 15:53:00,DEV003,DEVOPS-472,Bug,To Do,High,issue_created
JR0411,2026-08-09 17:17:00,DEV005,COGNI-348,Story,Testing,Medium,issue_assigned
JR0391,2026-08-09 17:41:00,DEV008,DATA-201,Story,In Progress,High,issue_updated
JR0178,2026-08-09 18:10:00,DEV003,COGNI-606,Improvement,To Do,High,issue_updated
JR0375,2026-08-09 18:58:00,DEV001,DATA-679,Story,To Do,Low,issue_assigned
JR0426,2026-08-09 19:08:00,DEV010,DEVOPS-267,Story,Done,Medium,comment_added
JR0265,2026-08-09 19:58:00,DEV010,DEVOPS-884,Improvement,Code Review,Low,comment_added
JR0448,2026-08-09 22:06:00,DEV002,COGNI-475,Task,Done,Low,issue_created
JR0029,2026-08-09 23:21:00,DEV006,COGNI-699,Story,In Progress,High,issue_assigned
JR0032,2026-08-09 23:23:00,DEV008,DATA-214,Story,Done,Medium,issue_assigned
JR0394,2026-08-09 23:59:00,DEV005,DATA-948,Improvement,Testing,Low,status_changed
JR0361,2026-08-10 00:03:00,DEV004,DEVOPS-857,Story,In Progress,Critical,status_changed
JR0478,2026-08-10 01:23:00,DEV009,DEVOPS-240,Bug,To Do,Low,issue_assigned
JR0367,2026-08-10 02:42:00,DEV002,COGNI-468,Task,Done,High,comment_added
JR0276,2026-08-10 03:37:00,DEV004,DATA-684,Improvement,To Do,High,issue_created
JR0469,2026-08-10 04:37:00,DEV010,DATA-915,Story,Code Review,Critical,issue_created
JR0402,2026-08-10 05:19:00,DEV009,COGNI-167,Task,Testing,Low,comment_added
JR0154,2026-08-10 05:56:00,DEV001,DATA-968,Improvement,Done,High,issue_assigned
JR0049,2026-08-10 06:21:00,DEV006,DATA-749,Story,Done,High,status_changed
JR0042,2026-08-10 06:23:00,DEV001,DEVOPS-671,Task,To Do,Medium,issue_updated
JR0025,2026-08-10 06:44:00,DEV009,DEVOPS-152,Story,Testing,Medium,issue_assigned
JR0173,2026-08-10 07:05:00,DEV003,DEVOPS-865,Bug,Code Review,High,status_changed
JR0174,2026-08-10 08:14:00,DEV009,DATA-293,Improvement,Code Review,Medium,status_changed
JR0277,2026-08-10 08:49:00,DEV009,COGNI-970,Task,Testing,Low,comment_added
JR0163,2026-08-10 08:51:00,DEV004,DEVOPS-435,Task,Code Review,Low,status_changed
JR0129,2026-08-10 09:07:00,DEV009,DEVOPS-304,Story,In Progress,Low,issue_updated
JR0297,2026-08-10 12:25:00,DEV002,COGNI-768,Bug,Code Review,Low,issue_assigned
JR0072,2026-08-10 12:33:00,DEV004,DATA-804,Story,Testing,High,comment_added
JR0373,2026-08-10 12:40:00,DEV004,COGNI-976,Task,To Do,Low,issue_created
JR0022,2026-08-10 12:48:00,DEV007,DEVOPS-747,Improvement,In Progress,Medium,status_changed
JR0431,2026-08-10 13:22:00,DEV001,COGNI-476,Task,Code Review,Low,issue_assigned
JR0030,2026-08-10 13:57:00,DEV003,DEVOPS-276,Improvement,In Progress,High,comment_added
JR0208,2026-08-10 16:05:00,DEV009,DEVOPS-223,Task,Done,Low,status_changed
JR0001,2026-08-10 16:06:00,DEV009,DEVOPS-818,Task,In Progress,Critical,status_changed
JR0088,2026-08-10 16:19:00,DEV004,DEVOPS-799,Improvement,In Progress,Critical,issue_created
JR0145,2026-08-10 17:46:00,DEV009,DEVOPS-463,Bug,In Progress,Low,issue_updated
JR0425,2026-08-10 18:32:00,DEV004,COGNI-536,Story,In Progress,Medium,issue_assigned
JR0303,2026-08-10 19:10:00,DEV003,COGNI-510,Improvement,To Do,Low,issue_created
JR0097,2026-08-10 19:15:00,DEV005,COGNI-557,Bug,Code Review,Critical,issue_updated
JR0188,2026-08-10 19:57:00,DEV005,DEVOPS-785,Improvement,Testing,High,issue_updated
JR0159,2026-08-10 20:11:00,DEV004,DATA-696,Improvement,Testing,Medium,status_changed
JR0246,2026-08-10 20:46:00,DEV006,DATA-953,Story,To Do,Low,issue_assigned
JR0201,2026-08-10 20:55:00,DEV003,DEVOPS-507,Bug,In Progress,Medium,issue_created
JR0216,2026-08-10 21:11:00,DEV008,COGNI-116,Task,Testing,High,issue_created
JR0261,2026-08-10 21:16:00,DEV008,DEVOPS-271,Task,To Do,High,issue_updated
JR0470,2026-08-10 21:27:00,DEV008,DATA-891,Story,Testing,Low,status_changed
JR0260,2026-08-10 22:53:00,DEV006,DATA-724,Improvement,Testing,Critical,status_changed
JR0480,2026-08-10 23:07:00,DEV002,DEVOPS-283,Story,Done,Low,issue_assigned
JR0224,2026-08-10 23:33:00,DEV006,COGNI-818,Task,In Progress,Low,status_changed
JR0445,2026-08-11 00:38:00,DEV006,DEVOPS-549,Task,Testing,Critical,issue_updated
JR0086,2026-08-11 01:40:00,DEV010,DATA-525,Improvement,Code Review,Critical,issue_created
JR0087,2026-08-11 02:27:00,DEV001,DATA-562,Improvement,Testing,Critical,comment_added
JR0366,2026-08-11 03:05:00,DEV010,COGNI-122,Bug,Code Review,Medium,issue_created
JR0465,2026-08-11 03:47:00,DEV009,COGNI-780,Story,Done,Low,issue_assigned
JR0125,2026-08-11 04:02:00,DEV004,DEVOPS-196,Task,To Do,High,comment_added
JR0066,2026-08-11 04:03:00,DEV002,DATA-997,Bug,Done,Critical,issue_created
JR0483,2026-08-11 05:19:00,DEV004,DEVOPS-322,Story,Done,Medium,comment_added
JR0482,2026-08-11 05:33:00,DEV010,DEVOPS-567,Task,In Progress,High,issue_created
JR0134,2026-08-11 06:05:00,DEV004,DATA-263,Improvement,Done,Low,issue_created
JR0479,2026-08-11 09:43:00,DEV006,DATA-893,Bug,Done,High,issue_updated
JR0498,2026-08-11 10:01:00,DEV004,DEVOPS-322,Story,Code Review,Critical,issue_created
JR0360,2026-08-11 10:42:00,DEV010,DEVOPS-460,Task,Testing,High,issue_assigned
JR0492,2026-08-11 10:59:00,DEV008,COGNI-604,Story,Testing,Critical,issue_created
JR0018,2026-08-11 11:11:00,DEV002,DATA-689,Bug,Code Review,High,status_changed
JR0203,2026-08-11 12:56:00,DEV004,COGNI-216,Improvement,In Progress,Low,comment_added
JR0370,2026-08-11 13:08:00,DEV007,COGNI-113,Improvement,To Do,High,issue_updated
JR0063,2026-08-11 13:44:00,DEV009,DEVOPS-348,Bug,Code Review,High,comment_added
JR0383,2026-08-11 14:19:00,DEV002,DATA-218,Task,Testing,Critical,issue_created
JR0220,2026-08-11 14:36:00,DEV010,DATA-367,Story,In Progress,Critical,comment_added
JR0139,2026-08-11 14:40:00,DEV010,COGNI-420,Bug,Code Review,High,issue_created
JR0328,2026-08-11 14:47:00,DEV005,DEVOPS-345,Story,Code Review,Low,comment_added
JR0099,2026-08-11 15:16:00,DEV007,COGNI-399,Story,In Progress,Critical,comment_added
JR0355,2026-08-11 16:15:00,DEV009,COGNI-192,Task,Done,Low,issue_updated
JR0293,2026-08-11 17:31:00,DEV001,DATA-882,Improvement,Code Review,Medium,status_changed
JR0262,2026-08-11 17:47:00,DEV007,DATA-371,Story,Done,High,issue_updated
JR0108,2026-08-11 17:50:00,DEV010,DEVOPS-941,Task,Done,Medium,issue_updated
JR0225,2026-08-11 18:14:00,DEV005,DEVOPS-816,Improvement,Code Review,Critical,comment_added
JR0466,2026-08-11 18:22:00,DEV003,COGNI-555,Task,Code Review,Medium,comment_added
JR0095,2026-08-11 20:25:00,DEV008,DEVOPS-238,Improvement,Done,Medium,status_changed
JR0211,2026-08-11 21:02:00,DEV003,COGNI-550,Story,To Do,Low,issue_updated
JR0116,2026-08-11 22:29:00,DEV002,DEVOPS-230,Bug,In Progress,Medium,issue_updated
JR0388,2026-08-11 22:38:00,DEV001,DATA-907,Improvement,In Progress,Low,comment_added
JR0414,2026-08-11 23:21:00,DEV004,COGNI-870,Story,In Progress,Low,issue_created
JR0151,2026-08-11 23:52:00,DEV003,COGNI-337,Bug,To Do,High,issue_updated
JR0171,2026-08-11 23:53:00,DEV006,DEVOPS-595,Task,In Progress,High,issue_assigned
JR0288,2026-08-12 00:52:00,DEV001,DATA-276,Bug,To Do,Medium,issue_updated
JR0128,2026-08-12 00:55:00,DEV001,DEVOPS-508,Task,To Do,Low,comment_added
JR0008,2026-08-12 02:09:00,DEV008,DEVOPS-921,Bug,In Progress,Critical,comment_added
JR0380,2026-08-12 02:23:00,DEV005,COGNI-387,Story,Code Review,Low,issue_updated
JR0347,2026-08-12 02:44:00,DEV003,DATA-260,Task,Testing,Critical,status_changed
JR0406,2026-08-12 02:50:00,DEV001,COGNI-182,Task,Code Review,High,issue_assigned
JR0353,2026-08-12 04:01:00,DEV009,DATA-736,Task,Code Review,Critical,issue_created
JR0165,2026-08-12 04:02:00,DEV005,DATA-405,Task,To Do,Medium,issue_created
JR0400,2026-08-12 06:42:00,DEV003,COGNI-696,Improvement,To Do,Medium,status_changed
JR0270,2026-08-12 09:09:00,DEV009,DEVOPS-914,Story,Done,Critical,status_changed
JR0144,2026-08-12 09:30:00,DEV006,DEVOPS-308,Story,Code Review,Critical,issue_assigned
JR0488,2026-08-12 10:06:00,DEV008,DEVOPS-778,Bug,Testing,Medium,issue_updated
JR0269,2026-08-12 10:20:00,DEV005,COGNI-321,Task,Code Review,Low,issue_updated
JR0268,2026-08-12 11:15:00,DEV002,DATA-607,Bug,In Progress,High,issue_assigned
JR0031,2026-08-12 11:16:00,DEV008,DATA-907,Story,Done,Critical,comment_added
JR0390,2026-08-12 13:08:00,DEV007,COGNI-568,Task,In Progress,Medium,comment_added
JR0197,2026-08-12 14:11:00,DEV001,DATA-988,Improvement,Done,Critical,issue_assigned
JR0356,2026-08-12 16:13:00,DEV007,COGNI-931,Task,Code Review,High,issue_updated
JR0382,2026-08-12 16:26:00,DEV004,COGNI-985,Bug,To Do,Critical,status_changed
JR0280,2026-08-12 18:21:00,DEV010,COGNI-725,Bug,To Do,Medium,status_changed
JR0340,2026-08-12 18:38:00,DEV008,COGNI-283,Task,To Do,Critical,status_changed
JR0191,2026-08-12 18:54:00,DEV004,DATA-464,Improvement,Done,Low,issue_assigned
JR0393,2026-08-12 19:09:00,DEV003,DEVOPS-702,Task,In Progress,Medium,comment_added
JR0447,2026-08-12 19:17:00,DEV001,DATA-443,Bug,In Progress,Low,comment_added
JR0182,2026-08-12 20:10:00,DEV007,DATA-906,Bug,Code Review,Critical,issue_updated
JR0130,2026-08-12 20:13:00,DEV010,COGNI-458,Bug,To Do,Critical,comment_added
JR0091,2026-08-12 22:32:00,DEV004,COGNI-749,Task,In Progress,High,comment_added
JR0302,2026-08-12 23:04:00,DEV004,DEVOPS-429,Task,To Do,High,status_changed
JR0046,2026-08-13 00:12:00,DEV007,DEVOPS-661,Task,Code Review,Medium,comment_added
JR0090,2026-08-13 00:42:00,DEV009,DATA-677,Improvement,Testing,Low,issue_assigned
JR0282,2026-08-13 01:17:00,DEV002,DEVOPS-458,Improvement,Code Review,Critical,issue_assigned
JR0322,2026-08-13 02:26:00,DEV004,DATA-747,Story,Done,Medium,issue_assigned
JR0473,2026-08-13 02:27:00,DEV003,COGNI-644,Bug,In Progress,High,comment_added
JR0133,2026-08-13 02:36:00,DEV004,COGNI-122,Improvement,Testing,High,issue_assigned
JR0231,2026-08-13 03:08:00,DEV006,DEVOPS-913,Bug,Done,Critical,status_changed
JR0281,2026-08-13 03:52:00,DEV008,DEVOPS-803,Story,In Progress,Low,status_changed
JR0119,2026-08-13 04:31:00,DEV003,DEVOPS-379,Task,To Do,Medium,issue_updated
JR0056,2026-08-13 04:49:00,DEV001,DATA-379,Task,To Do,Low,issue_updated
JR0044,2026-08-13 05:30:00,DEV004,COGNI-645,Improvement,To Do,Medium,status_changed
JR0486,2026-08-13 06:02:00,DEV007,DATA-370,Bug,Done,Medium,issue_assigned
JR0014,2026-08-13 07:00:00,DEV004,COGNI-386,Improvement,Code Review,Low,issue_updated
JR0415,2026-08-13 07:01:00,DEV004,DEVOPS-523,Improvement,To Do,Low,issue_assigned
JR0081,2026-08-13 07:16:00,DEV007,COGNI-501,Task,Code Review,Medium,issue_updated
JR0166,2026-08-13 07:41:00,DEV008,DATA-468,Story,Done,Critical,issue_assigned
JR0252,2026-08-13 08:52:00,DEV006,DEVOPS-902,Story,Done,Critical,issue_created
JR0272,2026-08-13 09:37:00,DEV003,DATA-611,Task,In Progress,High,status_changed
JR0386,2026-08-13 09:49:00,DEV002,COGNI-800,Task,Code Review,Medium,issue_updated
JR0298,2026-08-13 10:17:00,DEV007,DATA-696,Bug,Done,Medium,issue_assigned
JR0193,2026-08-13 10:20:00,DEV002,DEVOPS-584,Task,Code Review,Low,issue_updated
JR0487,2026-08-13 12:14:00,DEV002,DEVOPS-492,Story,In Progress,High,comment_added
JR0457,2026-08-13 12:26:00,DEV003,COGNI-138,Improvement,Code Review,High,issue_created
JR0460,2026-08-13 12:48:00,DEV008,DEVOPS-846,Bug,Testing,High,issue_created
JR0101,2026-08-13 13:46:00,DEV001,COGNI-344,Story,In Progress,Medium,issue_created
JR0146,2026-08-13 14:49:00,DEV008,DEVOPS-886,Improvement,Done,Low,status_changed
JR0494,2026-08-13 15:31:00,DEV009,DEVOPS-308,Improvement,Testing,Low,issue_updated
JR0169,2026-08-13 15:32:00,DEV008,DEVOPS-240,Story,To Do,High,issue_updated
JR0100,2026-08-13 15:41:00,DEV001,COGNI-577,Task,Code Review,High,issue_updated
JR0490,2026-08-13 15:51:00,DEV003,COGNI-239,Improvement,In Progress,Critical,issue_created
JR0233,2026-08-13 16:02:00,DEV002,DATA-331,Bug,Testing,High,issue_updated
JR0444,2026-08-13 18:48:00,DEV002,DEVOPS-991,Task,In Progress,Critical,issue_assigned
JR0059,2026-08-13 19:14:00,DEV002,COGNI-420,Improvement,Code Review,Low,status_changed
JR0396,2026-08-13 20:42:00,DEV003,DATA-208,Task,Testing,Low,issue_assigned
JR0327,2026-08-13 21:03:00,DEV009,DEVOPS-193,Story,To Do,Medium,issue_assigned
JR0073,2026-08-13 21:24:00,DEV005,COGNI-870,Improvement,In Progress,High,issue_updated
JR0096,2026-08-13 23:09:00,DEV010,DEVOPS-420,Task,Testing,Low,status_changed
JR0450,2026-08-13 23:15:00,DEV003,DEVOPS-176,Bug,To Do,Medium,issue_created
JR0438,2026-08-13 23:19:00,DEV002,DATA-107,Improvement,To Do,High,issue_created
JR0346,2026-08-13 23:32:00,DEV008,DATA-301,Bug,To Do,High,comment_added
JR0075,2026-08-14 00:29:00,DEV001,DEVOPS-940,Improvement,Code Review,Critical,comment_added
JR0077,2026-08-14 03:01:00,DEV002,DEVOPS-262,Bug,Code Review,Low,issue_updated
JR0333,2026-08-14 03:13:00,DEV002,DATA-330,Task,To Do,Low,status_changed
JR0324,2026-08-14 03:23:00,DEV009,DEVOPS-586,Improvement,Done,Critical,issue_assigned
JR0472,2026-08-14 03:33:00,DEV009,DATA-156,Story,Code Review,Medium,status_changed
JR0152,2026-08-14 04:23:00,DEV006,COGNI-494,Task,In Progress,Low,issue_assigned
JR0222,2026-08-14 05:11:00,DEV007,COGNI-608,Improvement,Code Review,Critical,issue_created
JR0194,2026-08-14 05:21:00,DEV007,DEVOPS-242,Bug,To Do,High,issue_assigned
JR0037,2026-08-14 05:31:00,DEV006,DEVOPS-109,Story,In Progress,Low,comment_added
JR0453,2026-08-14 07:36:00,DEV005,COGNI-697,Improvement,Testing,Critical,status_changed
JR0190,2026-08-14 08:11:00,DEV001,DATA-152,Bug,In Progress,Medium,status_changed
JR0372,2026-08-14 11:02:00,DEV007,DEVOPS-354,Task,In Progress,Medium,issue_created
JR0242,2026-08-14 11:53:00,DEV005,DEVOPS-571,Improvement,Code Review,Critical,issue_updated
JR0065,2026-08-14 12:00:00,DEV004,DEVOPS-979,Improvement,Code Review,Low,issue_updated
JR0043,2026-08-14 12:38:00,DEV009,DATA-671,Task,Testing,Critical,issue_updated
JR0423,2026-08-14 15:08:00,DEV001,DEVOPS-494,Bug,To Do,Medium,issue_assigned
JR0150,2026-08-14 15:13:00,DEV006,DEVOPS-384,Bug,To Do,High,comment_added
JR0427,2026-08-14 16:50:00,DEV001,DATA-228,Improvement,Testing,Low,status_changed
JR0290,2026-08-14 18:09:00,DEV010,COGNI-500,Improvement,Done,Critical,issue_assigned
JR0120,2026-08-14 19:47:00,DEV008,DEVOPS-575,Improvement,Code Review,Low,issue_assigned
JR0187,2026-08-14 19:50:00,DEV007,DEVOPS-899,Story,In Progress,Low,issue_created
JR0320,2026-08-14 19:53:00,DEV007,DATA-205,Bug,In Progress,Critical,status_changed
JR0111,2026-08-14 20:00:00,DEV006,DATA-806,Bug,Done,Critical,issue_assigned
JR0273,2026-08-14 20:06:00,DEV007,DEVOPS-810,Task,In Progress,Critical,issue_updated
JR0196,2026-08-14 20:26:00,DEV001,DEVOPS-450,Task,In Progress,Critical,issue_updated
JR0379,2026-08-14 21:48:00,DEV003,DATA-970,Bug,Code Review,High,status_changed
JR0348,2026-08-14 23:02:00,DEV002,COGNI-391,Improvement,Done,Low,issue_created
JR0015,2026-08-15 00:30:00,DEV006,DEVOPS-916,Improvement,To Do,High,comment_added
JR0147,2026-08-15 00:52:00,DEV004,COGNI-572,Story,Done,Critical,issue_assigned
JR0135,2026-08-15 04:18:00,DEV002,COGNI-513,Bug,Done,Medium,issue_created
JR0331,2026-08-15 04:56:00,DEV007,DEVOPS-454,Bug,In Progress,High,issue_assigned
JR0365,2026-08-15 05:20:00,DEV008,COGNI-285,Bug,Testing,High,issue_updated
JR0054,2026-08-15 05:56:00,DEV004,DEVOPS-960,Bug,Done,Medium,comment_added
JR0419,2026-08-15 06:18:00,DEV009,DEVOPS-925,Improvement,To Do,High,status_changed
JR0395,2026-08-15 08:44:00,DEV009,DEVOPS-626,Bug,To Do,Medium,issue_assigned
