event_id,timestamp,developer_id,channel,notification_type
SL01266,2026-08-04 11:37:00,DEV287,engineering,message
SL02265,2026-08-04 11:43:00,DEV062,backend,ci_cd_alert
SL01630,2026-08-04 12:06:00,DEV401,engineering,message
SL01597,2026-08-04 12:07:00,DEV043,dev-team,message
SL00572,2026-08-04 12:15:00,DEV154,dev-team,ci_cd_alert
SL04418,2026-08-04 12:18:00,DEV122,data-team,ci_cd_alert
SL04449,2026-08-04 12:18:00,DEV106,frontend,deployment_alert
SL01229,2026-08-04 12:23:00,DEV299,engineering,ci_cd_alert
SL01994,2026-08-04 12:24:00,DEV386,project-cognistream,deployment_alert
SL04336,2026-08-04 12:30:00,DEV315,engineering,mention
SL02754,2026-08-04 12:35:00,DEV402,dev-team,message
SL02734,2026-08-04 12:38:00,DEV461,project-cognistream,code_review_request
SL01629,2026-08-04 12:42:00,DEV166,dev-team,ci_cd_alert
SL01723,2026-08-04 12:43:00,DEV060,backend,deployment_alert
SL00406,2026-08-04 12:47:00,DEV219,project-cognistream,deployment_alert
SL02968,2026-08-04 12:47:00,DEV003,data-team,code_review_request
SL03748,2026-08-04 12:51:00,DEV124,project-cognistream,code_review_request
SL01219,2026-08-04 12:58:00,DEV093,backend,message
SL02182,2026-08-04 12:58:00,DEV383,dev-team,deployment_alert
SL01628,2026-08-04 13:03:00,DEV489,backend,ci_cd_alert
SL00934,2026-08-04 13:06:00,DEV139,data-team,deployment_alert
SL02695,2026-08-04 13:12:00,DEV217,frontend,code_review_request
SL03579,2026-08-04 13:12:00,DEV103,project-cognistream,deployment_alert
SL00398,2026-08-04 13:13:00,DEV418,data-team,message
SL02030,2026-08-04 13:13:00,DEV197,dev-team,deployment_alert
SL02046,2026-08-04 13:23:00,DEV073,project-cognistream,ci_cd_alert
SL04280,2026-08-04 13:23:00,DEV344,backend,ci_cd_alert
SL03884,2026-08-04 13:24:00,DEV153,frontend,code_review_request
SL00379,2026-08-04 13:26:00,DEV254,frontend,ci_cd_alert
SL01656,2026-08-04 13:27:00,DEV085,frontend,deployment_alert
SL04170,2026-08-04 13:28:00,DEV124,backend,deployment_alert
SL01151,2026-08-04 13:29:00,DEV084,dev-team,deployment_alert
SL03394,2026-08-04 13:31:00,DEV342,frontend,mention
SL01347,2026-08-04 13:32:00,DEV253,backend,code_review_request
SL02079,2026-08-04 13:33:00,DEV370,project-cognistream,code_review_request
SL00935,2026-08-04 13:45:00,DEV326,data-team,code_review_request
SL02664,2026-08-04 13:47:00,DEV445,project-cognistream,deployment_alert
SL02409,2026-08-04 13:49:00,DEV209,engineering,mention
SL00848,2026-08-04 13:54:00,DEV403,frontend,code_review_request
SL00788,2026-08-04 13:56:00,DEV391,project-cognistream,message
SL04942,2026-08-04 13:56:00,DEV481,data-team,mention
SL02297,2026-08-04 14:03:00,DEV402,frontend,ci_cd_alert
SL04540,2026-08-04 14:13:00,DEV022,data-team,code_review_request
SL04891,2026-08-04 14:15:00,DEV143,frontend,code_review_request
SL03672,2026-08-04 14:18:00,DEV197,dev-team,deployment_alert
SL03241,2026-08-04 14:36:00,DEV048,backend,message
SL00404,2026-08-04 14:39:00,DEV025,frontend,code_review_request
SL00055,2026-08-04 14:40:00,DEV164,dev-team,message
SL02043,2026-08-04 14:46:00,DEV134,dev-team,mention
SL00268,2026-08-04 14:47:00,DEV361,project-cognistream,deployment_alert
SL01318,2026-08-04 14:49:00,DEV197,project-cognistream,ci_cd_alert
SL01503,2026-08-04 14:51:00,DEV423,frontend,message
SL04778,2026-08-04 14:58:00,DEV371,project-cognistream,ci_cd_alert
SL02548,2026-08-04 15:03:00,DEV003,data-team,code_review_request
SL00496,2026-08-04 15:12:00,DEV372,project-cognistream,code_review_request
SL04104,2026-08-04 15:25:00,DEV214,engineering,mention
SL02468,2026-08-04 15:29:00,DEV125,data-team,code_review_request
SL02889,2026-08-04 15:32:00,DEV318,data-team,ci_cd_alert
SL04973,2026-08-04 15:32:00,DEV480,data-team,mention
SL04844,2026-08-04 15:34:00,DEV350,backend,message
SL01061,2026-08-04 15:35:00,DEV118,project-cognistream,code_review_request
SL00738,2026-08-04 15:40:00,DEV394,dev-team,deployment_alert
SL01473,2026-08-04 15:42:00,DEV103,dev-team,ci_cd_alert
SL04138,2026-08-04 15:43:00,DEV147,engineering,ci_cd_alert
SL04838,2026-08-04 15:43:00,DEV310,frontend,mention
SL02824,2026-08-04 15:55:00,DEV351,data-team,code_review_request
SL02458,2026-08-04 15:56:00,DEV331,dev-team,code_review_request
SL04464,2026-08-04 15:58:00,DEV098,dev-team,message
SL04271,2026-08-04 16:04:00,DEV369,data-team,code_review_request
SL02168,2026-08-04 16:13:00,DEV238,backend,deployment_alert
SL01546,2026-08-04 16:15:00,DEV254,backend,mention
SL03788,2026-08-04 16:15:00,DEV238,engineering,deployment_alert
SL04412,2026-08-04 16:15:00,DEV042,frontend,deployment_alert
SL01025,2026-08-04 16:21:00,DEV354,frontend,mention
SL03045,2026-08-04 16:21:00,DEV092,dev-team,message
SL02637,2026-08-04 16:24:00,DEV388,backend,mention
SL04562,2026-08-04 16:29:00,DEV318,project-cognistream,deployment_alert
SL04561,2026-08-04 16:30:00,DEV455,project-cognistream,mention
SL01966,2026-08-04 16:33:00,DEV150,backend,message
SL03069,2026-08-04 16:38:00,DEV143,engineering,mention
SL00345,2026-08-04 16:42:00,DEV392,project-cognistream,mention
SL00982,2026-08-04 16:42:00,DEV106,dev-team,code_review_request
SL04101,2026-08-04 16:55:00,DEV277,engineering,code_review_request
SL00403,2026-08-04 16:57:00,DEV457,frontend,mention
SL03130,2026-08-04 17:03:00,DEV461,data-team,code_review_request
SL04222,2026-08-04 17:06:00,DEV069,dev-team,ci_cd_alert
SL04853,2026-08-04 17:09:00,DEV092,project-cognistream,deployment_alert
SL04631,2026-08-04 17:16:00,DEV223,data-team,mention
SL01763,2026-08-04 17:29:00,DEV222,data-team,mention
SL02099,2026-08-04 17:29:00,DEV045,data-team,message
SL04256,2026-08-04 17:29:00,DEV239,engineering,mention
SL04533,2026-08-04 17:36:00,DEV126,data-team,message
SL01004,2026-08-04 17:46:00,DEV204,dev-team,ci_cd_alert
SL02730,2026-08-04 17:47:00,DEV067,engineering,deployment_alert
SL00601,2026-08-04 17:56:00,DEV438,dev-team,mention
SL01900,2026-08-04 17:57:00,DEV181,project-cognistream,code_review_request
SL01605,2026-08-04 18:01:00,DEV237,backend,ci_cd_alert
SL01134,2026-08-04 18:10:00,DEV402,engineering,code_review_request
SL04483,2026-08-04 18:12:00,DEV160,frontend,ci_cd_alert
SL03542,2026-08-04 18:13:00,DEV057,project-cognistream,mention
SL02127,2026-08-04 18:15:00,DEV036,frontend,code_review_request
SL04816,2026-08-04 18:22:00,DEV440,data-team,message
SL01512,2026-08-04 18:24:00,DEV233,data-team,mention
SL00233,2026-08-04 18:26:00,DEV382,data-team,deployment_alert
SL04679,2026-08-04 18:26:00,DEV096,data-team,code_review_request
SL01259,2026-08-04 18:27:00,DEV086,engineering,ci_cd_alert
SL02176,2026-08-04 18:28:00,DEV050,frontend,deployment_alert
SL01575,2026-08-04 18:30:00,DEV377,data-team,deployment_alert
SL02787,2026-08-04 18:39:00,DEV088,frontend,mention
SL02588,2026-08-04 18:42:00,DEV332,project-cognistream,ci_cd_alert
SL02763,2026-08-04 18:42:00,DEV355,project-cognistream,mention
SL01494,2026-08-04 18:52:00,DEV180,dev-team,message
SL01493,2026-08-04 18:57:00,DEV026,backend,code_review_request
SL02829,2026-08-04 18:59:00,DEV037,data-team,code_review_request
SL04111,2026-08-04 19:03:00,DEV270,dev-team,deployment_alert
SL00162,2026-08-04 19:05:00,DEV321,backend,deployment_alert
SL00507,2026-08-04 19:07:00,DEV443,dev-team,deployment_alert
SL01943,2026-08-04 19:07:00,DEV157,dev-team,code_review_request
SL03701,2026-08-04 19:10:00,DEV143,dev-team,mention
SL03727,2026-08-04 19:10:00,DEV059,project-cognistream,deployment_alert
SL00212,2026-08-04 19:11:00,DEV468,frontend,code_review_request
SL03960,2026-08-04 19:16:00,DEV217,data-team,code_review_request
SL04247,2026-08-04 19:20:00,DEV369,engineering,ci_cd_alert
SL00763,2026-08-04 19:21:00,DEV058,frontend,mention
SL00983,2026-08-04 19:22:00,DEV146,dev-team,message
SL04378,2026-08-04 19:22:00,DEV367,dev-team,message
SL01121,2026-08-04 19:25:00,DEV060,backend,deployment_alert
SL02432,2026-08-04 19:30:00,DEV196,data-team,code_review_request
SL03115,2026-08-04 19:31:00,DEV054,engineering,mention
SL02246,2026-08-04 19:32:00,DEV210,backend,mention
SL01742,2026-08-04 19:39:00,DEV154,dev-team,mention
SL01489,2026-08-04 19:40:00,DEV406,backend,message
SL01775,2026-08-04 19:48:00,DEV106,dev-team,code_review_request
SL03763,2026-08-04 19:52:00,DEV455,backend,mention
SL02669,2026-08-04 19:57:00,DEV059,project-cognistream,mention
SL03212,2026-08-04 20:01:00,DEV288,data-team,code_review_request
SL01014,2026-08-04 20:11:00,DEV243,data-team,ci_cd_alert
SL03651,2026-08-04 20:17:00,DEV077,data-team,deployment_alert
SL01123,2026-08-04 20:27:00,DEV198,backend,mention
SL02160,2026-08-04 20:27:00,DEV071,backend,deployment_alert
SL02538,2026-08-04 20:28:00,DEV038,frontend,deployment_alert
SL02707,2026-08-04 20:29:00,DEV125,backend,deployment_alert
SL02537,2026-08-04 20:31:00,DEV187,project-cognistream,deployment_alert
SL02295,2026-08-04 20:36:00,DEV122,frontend,message
SL03280,2026-08-04 20:44:00,DEV238,engineering,message
SL01340,2026-08-04 20:47:00,DEV276,backend,ci_cd_alert
SL00481,2026-08-04 20:58:00,DEV177,frontend,message
SL00679,2026-08-04 20:58:00,DEV259,dev-team,deployment_alert
SL00759,2026-08-04 21:04:00,DEV183,engineering,deployment_alert
SL00063,2026-08-04 21:08:00,DEV311,data-team,message
SL03009,2026-08-04 21:31:00,DEV146,backend,code_review_request
SL00717,2026-08-04 21:37:00,DEV357,dev-team,message
SL00144,2026-08-04 21:43:00,DEV266,frontend,deployment_alert
SL02508,2026-08-04 21:44:00,DEV220,dev-team,mention
SL03536,2026-08-04 21:48:00,DEV230,data-team,message
SL01500,2026-08-04 21:53:00,DEV047,engineering,ci_cd_alert
SL04348,2026-08-04 21:56:00,DEV182,engineering,ci_cd_alert
SL04718,2026-08-04 21:56:00,DEV174,dev-team,message
SL04896,2026-08-04 22:02:00,DEV278,project-cognistream,deployment_alert
SL01386,2026-08-04 22:12:00,DEV364,backend,code_review_request
SL00798,2026-08-04 22:19:00,DEV418,frontend,message
SL02511,2026-08-04 22:19:00,DEV391,engineering,code_review_request
SL02980,2026-08-04 22:28:00,DEV101,engineering,code_review_request
SL04331,2026-08-04 22:30:00,DEV229,dev-team,deployment_alert
SL04006,2026-08-04 22:31:00,DEV371,dev-team,deployment_alert
SL04919,2026-08-04 22:36:00,DEV038,engineering,ci_cd_alert
SL01730,2026-08-04 22:38:00,DEV455,project-cognistream,deployment_alert
SL04171,2026-08-04 22:40:00,DEV285,frontend,mention
SL01011,2026-08-04 22:43:00,DEV151,frontend,code_review_request
SL00543,2026-08-04 22:49:00,DEV041,backend,message
SL01934,2026-08-04 22:57:00,DEV068,frontend,message
SL04931,2026-08-04 23:04:00,DEV352,engineering,message
SL03087,2026-08-04 23:06:00,DEV411,engineering,deployment_alert
SL03572,2026-08-04 23:07:00,DEV023,frontend,deployment_alert
SL02785,2026-08-04 23:10:00,DEV159,engineering,mention
SL02957,2026-08-04 23:12:00,DEV305,frontend,deployment_alert
SL02535,2026-08-04 23:16:00,DEV129,project-cognistream,mention
SL01821,2026-08-04 23:18:00,DEV145,engineering,message
SL02671,2026-08-04 23:24:00,DEV421,project-cognistream,code_review_request
SL03832,2026-08-04 23:27:00,DEV203,engineering,code_review_request
SL02629,2026-08-04 23:31:00,DEV096,dev-team,message
SL04142,2026-08-04 23:34:00,DEV127,backend,deployment_alert
SL01096,2026-08-04 23:50:00,DEV211,engineering,code_review_request
SL00638,2026-08-04 23:53:00,DEV042,dev-team,mention
SL00901,2026-08-04 23:55:00,DEV244,data-team,deployment_alert
SL03959,2026-08-04 23:58:00,DEV352,engineering,deployment_alert
SL01329,2026-08-04 23:59:00,DEV377,project-cognistream,deployment_alert
SL00994,2026-08-05 00:02:00,DEV014,project-cognistream,deployment_alert
SL02483,2026-08-05 00:03:00,DEV435,frontend,code_review_request
SL00207,2026-08-05 00:10:00,DEV349,engineering,deployment_alert
SL03545,2026-08-05 00:22:00,DEV484,data-team,message
SL01282,2026-08-05 00:26:00,DEV359,frontend,message
SL01803,2026-08-05 00:26:00,DEV190,dev-team,mention
SL00555,2026-08-05 00:27:00,DEV374,data-team,code_review_request
SL01607,2026-08-05 00:29:00,DEV463,engineering,code_review_request
SL01034,2026-08-05 00:34:00,DEV038,project-cognistream,deployment_alert
SL03567,2026-08-05 00:37:00,DEV005,frontend,mention
SL03694,2026-08-05 00:41:00,DEV364,data-team,mention
SL04327,2026-08-05 00:41:00,DEV212,frontend,code_review_request
SL00008,2026-08-05 00:43:00,DEV263,backend,mention
SL01666,2026-08-05 00:43:00,DEV189,project-cognistream,message
SL03132,2026-08-05 00:45:00,DEV077,data-team,mention
SL04513,2026-08-05 00:48:00,DEV013,dev-team,deployment_alert
SL00169,2026-08-05 00:49:00,DEV124,dev-team,code_review_request
SL03223,2026-08-05 00:55:00,DEV339,frontend,mention
SL02298,2026-08-05 01:00:00,DEV170,engineering,code_review_request
SL02100,2026-08-05 01:01:00,DEV475,engineering,ci_cd_alert
SL04972,2026-08-05 01:08:00,DEV043,frontend,message
SL02982,2026-08-05 01:19:00,DEV495,engineering,message
SL01184,2026-08-05 01:20:00,DEV344,backend,deployment_alert
SL03935,2026-08-05 01:20:00,DEV251,backend,mention
SL04053,2026-08-05 01:23:00,DEV500,project-cognistream,code_review_request
SL02154,2026-08-05 01:25:00,DEV451,project-cognistream,ci_cd_alert
SL04627,2026-08-05 01:31:00,DEV253,backend,ci_cd_alert
SL03921,2026-08-05 01:32:00,DEV189,dev-team,deployment_alert
SL02976,2026-08-05 01:36:00,DEV239,frontend,deployment_alert
SL03625,2026-08-05 01:38:00,DEV486,frontend,ci_cd_alert
SL00581,2026-08-05 01:40:00,DEV290,dev-team,code_review_request
SL03906,2026-08-05 01:41:00,DEV418,project-cognistream,mention
SL01362,2026-08-05 01:42:00,DEV150,data-team,deployment_alert
SL04466,2026-08-05 01:45:00,DEV324,frontend,code_review_request
SL04623,2026-08-05 01:52:00,DEV499,frontend,ci_cd_alert
SL01492,2026-08-05 02:14:00,DEV301,data-team,ci_cd_alert
SL01996,2026-08-05 02:15:00,DEV078,backend,code_review_request
SL01659,2026-08-05 02:16:00,DEV268,engineering,message
SL03614,2026-08-05 02:16:00,DEV192,data-team,code_review_request
SL04488,2026-08-05 02:17:00,DEV451,project-cognistream,code_review_request
SL03107,2026-08-05 02:25:00,DEV391,engineering,message
SL00278,2026-08-05 02:28:00,DEV063,frontend,message
SL03556,2026-08-05 02:32:00,DEV358,frontend,message
SL00193,2026-08-05 02:41:00,DEV014,backend,mention
SL01950,2026-08-05 02:41:00,DEV165,data-team,ci_cd_alert
SL01833,2026-08-05 02:47:00,DEV208,frontend,code_review_request
SL03699,2026-08-05 02:51:00,DEV198,frontend,deployment_alert
SL00476,2026-08-05 02:52:00,DEV157,frontend,code_review_request
SL01236,2026-08-05 02:53:00,DEV420,frontend,deployment_alert
SL03754,2026-08-05 03:10:00,DEV073,backend,deployment_alert
SL00621,2026-08-05 03:12:00,DEV127,project-cognistream,code_review_request
SL04553,2026-08-05 03:15:00,DEV116,frontend,code_review_request
SL02728,2026-08-05 03:39:00,DEV410,frontend,ci_cd_alert
SL02500,2026-08-05 03:40:00,DEV212,engineering,message
SL00410,2026-08-05 03:41:00,DEV085,data-team,mention
SL03909,2026-08-05 03:43:00,DEV460,project-cognistream,mention
SL00751,2026-08-05 03:45:00,DEV263,engineering,ci_cd_alert
SL04163,2026-08-05 03:50:00,DEV004,engineering,ci_cd_alert
SL00807,2026-08-05 03:52:00,DEV233,frontend,deployment_alert
SL02405,2026-08-05 03:53:00,DEV260,frontend,mention
SL03263,2026-08-05 03:56:00,DEV433,data-team,deployment_alert
SL04581,2026-08-05 03:56:00,DEV297,data-team,deployment_alert
SL02955,2026-08-05 04:01:00,DEV296,frontend,message
SL04480,2026-08-05 04:01:00,DEV499,backend,code_review_request
SL00477,2026-08-05 04:03:00,DEV110,backend,deployment_alert
SL02995,2026-08-05 04:03:00,DEV497,frontend,ci_cd_alert
SL00017,2026-08-05 04:06:00,DEV065,engineering,ci_cd_alert
SL00941,2026-08-05 04:13:00,DEV164,project-cognistream,code_review_request
SL03485,2026-08-05 04:24:00,DEV154,backend,deployment_alert
SL03583,2026-08-05 04:25:00,DEV167,project-cognistream,mention
SL01201,2026-08-05 04:32:00,DEV481,dev-team,mention
SL01819,2026-08-05 04:38:00,DEV455,frontend,mention
SL02073,2026-08-05 04:44:00,DEV443,dev-team,deployment_alert
SL00613,2026-08-05 04:52:00,DEV460,backend,message
SL02886,2026-08-05 05:01:00,DEV131,backend,code_review_request
SL00985,2026-08-05 05:02:00,DEV230,dev-team,ci_cd_alert
SL04576,2026-08-05 05:03:00,DEV260,data-team,code_review_request
SL03835,2026-08-05 05:06:00,DEV317,data-team,code_review_request
SL01686,2026-08-05 05:11:00,DEV300,backend,code_review_request
SL02536,2026-08-05 05:13:00,DEV498,backend,ci_cd_alert
SL02932,2026-08-05 05:17:00,DEV102,project-cognistream,message
SL03437,2026-08-05 05:17:00,DEV300,engineering,deployment_alert
SL00724,2026-08-05 05:18:00,DEV201,backend,code_review_request
SL03317,2026-08-05 05:20:00,DEV480,backend,code_review_request
SL01442,2026-08-05 05:25:00,DEV325,backend,ci_cd_alert
SL00358,2026-08-05 05:27:00,DEV164,project-cognistream,code_review_request
SL03521,2026-08-05 05:31:00,DEV269,backend,ci_cd_alert
SL04288,2026-08-05 05:33:00,DEV373,dev-team,mention
SL04188,2026-08-05 05:47:00,DEV394,backend,mention
SL01665,2026-08-05 05:51:00,DEV179,dev-team,deployment_alert
SL01163,2026-08-05 05:54:00,DEV135,dev-team,ci_cd_alert
SL01426,2026-08-05 05:58:00,DEV189,dev-team,message
SL03907,2026-08-05 06:16:00,DEV423,frontend,deployment_alert
SL04056,2026-08-05 06:16:00,DEV335,project-cognistream,mention
SL00538,2026-08-05 06:17:00,DEV120,backend,deployment_alert
SL01006,2026-08-05 06:17:00,DEV277,data-team,ci_cd_alert
SL04565,2026-08-05 06:18:00,DEV207,frontend,message
SL04883,2026-08-05 06:19:00,DEV347,data-team,mention
SL01319,2026-08-05 06:20:00,DEV089,engineering,ci_cd_alert
SL00529,2026-08-05 06:22:00,DEV031,data-team,ci_cd_alert
SL03022,2026-08-05 06:22:00,DEV326,frontend,ci_cd_alert
SL03927,2026-08-05 06:23:00,DEV029,project-cognistream,ci_cd_alert
SL01809,2026-08-05 06:28:00,DEV043,project-cognistream,mention
SL04568,2026-08-05 06:28:00,DEV327,project-cognistream,message
SL01855,2026-08-05 06:34:00,DEV105,frontend,ci_cd_alert
SL03962,2026-08-05 06:54:00,DEV429,project-cognistream,ci_cd_alert
SL01678,2026-08-05 06:55:00,DEV235,engineering,code_review_request
SL02820,2026-08-05 06:55:00,DEV397,dev-team,deployment_alert
SL03144,2026-08-05 06:58:00,DEV428,backend,mention
SL04132,2026-08-05 06:59:00,DEV185,dev-team,mention
SL01859,2026-08-05 07:05:00,DEV266,frontend,mention
SL01713,2026-08-05 07:15:00,DEV432,data-team,mention
SL04717,2026-08-05 07:24:00,DEV014,data-team,ci_cd_alert
SL01547,2026-08-05 07:25:00,DEV120,backend,message
SL04441,2026-08-05 07:25:00,DEV192,dev-team,mention
SL04640,2026-08-05 07:29:00,DEV355,project-cognistream,deployment_alert
SL02525,2026-08-05 07:33:00,DEV437,frontend,mention
SL04936,2026-08-05 07:44:00,DEV158,data-team,ci_cd_alert
SL02452,2026-08-05 07:52:00,DEV306,frontend,message
SL03459,2026-08-05 07:57:00,DEV484,dev-team,mention
SL03611,2026-08-05 07:59:00,DEV063,project-cognistream,ci_cd_alert
SL00667,2026-08-05 08:07:00,DEV422,frontend,mention
SL01491,2026-08-05 08:10:00,DEV304,project-cognistream,mention
SL03428,2026-08-05 08:12:00,DEV288,project-cognistream,message
SL04012,2026-08-05 08:13:00,DEV100,backend,deployment_alert
SL04560,2026-08-05 08:14:00,DEV037,backend,message
SL01200,2026-08-05 08:17:00,DEV227,frontend,deployment_alert
SL04437,2026-08-05 08:17:00,DEV363,frontend,mention
SL04049,2026-08-05 08:32:00,DEV465,backend,deployment_alert
SL04805,2026-08-05 08:34:00,DEV051,data-team,code_review_request
SL04059,2026-08-05 08:36:00,DEV238,engineering,mention
SL01895,2026-08-05 08:37:00,DEV030,frontend,mention
SL04066,2026-08-05 08:39:00,DEV394,engineering,ci_cd_alert
SL02802,2026-08-05 08:53:00,DEV374,frontend,code_review_request
SL00981,2026-08-05 08:54:00,DEV113,data-team,code_review_request
SL00990,2026-08-05 08:57:00,DEV233,frontend,message
SL01849,2026-08-05 08:57:00,DEV441,backend,deployment_alert
SL02585,2026-08-05 08:57:00,DEV290,project-cognistream,deployment_alert
SL03401,2026-08-05 08:57:00,DEV128,frontend,message
SL01039,2026-08-05 09:00:00,DEV121,data-team,ci_cd_alert
SL04086,2026-08-05 09:03:00,DEV375,dev-team,code_review_request
SL01352,2026-08-05 09:09:00,DEV158,frontend,message
SL04858,2026-08-05 09:14:00,DEV110,backend,message
SL04400,2026-08-05 09:16:00,DEV491,engineering,deployment_alert
SL01198,2026-08-05 09:23:00,DEV440,frontend,mention
SL00196,2026-08-05 09:25:00,DEV240,frontend,message
SL03655,2026-08-05 09:34:00,DEV003,dev-team,deployment_alert
SL04305,2026-08-05 09:37:00,DEV045,data-team,mention
SL04944,2026-08-05 09:39:00,DEV158,dev-team,code_review_request
SL00933,2026-08-05 09:41:00,DEV405,data-team,mention
SL02041,2026-08-05 09:41:00,DEV185,backend,mention
SL02075,2026-08-05 09:42:00,DEV327,data-team,mention
SL04379,2026-08-05 09:48:00,DEV047,engineering,code_review_request
SL04290,2026-08-05 09:53:00,DEV126,data-team,code_review_request
SL04955,2026-08-05 10:00:00,DEV451,engineering,code_review_request
SL04657,2026-08-05 10:04:00,DEV494,backend,message
SL00037,2026-08-05 10:07:00,DEV402,dev-team,message
SL01216,2026-08-05 10:09:00,DEV496,data-team,ci_cd_alert
SL02767,2026-08-05 10:23:00,DEV332,engineering,deployment_alert
SL02020,2026-08-05 10:25:00,DEV117,project-cognistream,message
SL02595,2026-08-05 10:45:00,DEV184,dev-team,message
SL02077,2026-08-05 10:54:00,DEV212,data-team,mention
SL02263,2026-08-05 11:01:00,DEV410,engineering,deployment_alert
SL02032,2026-08-05 11:09:00,DEV236,frontend,code_review_request
SL04624,2026-08-05 11:11:00,DEV383,dev-team,message
SL02598,2026-08-05 11:14:00,DEV241,dev-team,message
SL02170,2026-08-05 11:17:00,DEV077,project-cognistream,deployment_alert
SL02660,2026-08-05 11:19:00,DEV426,dev-team,deployment_alert
SL00777,2026-08-05 11:27:00,DEV101,data-team,message
SL04276,2026-08-05 11:29:00,DEV009,data-team,code_review_request
SL00498,2026-08-05 11:32:00,DEV170,project-cognistream,mention
SL04750,2026-08-05 11:43:00,DEV285,engineering,mention
SL00891,2026-08-05 11:53:00,DEV320,engineering,code_review_request
SL04314,2026-08-05 11:59:00,DEV185,project-cognistream,code_review_request
SL01296,2026-08-05 12:07:00,DEV171,backend,message
SL01381,2026-08-05 12:18:00,DEV161,backend,code_review_request
SL02387,2026-08-05 12:23:00,DEV349,engineering,mention
SL02596,2026-08-05 12:26:00,DEV330,project-cognistream,code_review_request
SL04322,2026-08-05 12:27:00,DEV070,engineering,mention
SL00369,2026-08-05 12:29:00,DEV394,dev-team,ci_cd_alert
SL04341,2026-08-05 12:32:00,DEV483,backend,code_review_request
SL00762,2026-08-05 12:35:00,DEV240,backend,message
SL03233,2026-08-05 12:35:00,DEV297,project-cognistream,mention
SL04819,2026-08-05 12:39:00,DEV108,data-team,code_review_request
SL04502,2026-08-05 12:44:00,DEV337,backend,deployment_alert
SL00517,2026-08-05 12:46:00,DEV324,project-cognistream,deployment_alert
SL01026,2026-08-05 12:48:00,DEV478,frontend,ci_cd_alert
SL01293,2026-08-05 12:50:00,DEV044,dev-team,mention
SL00746,2026-08-05 12:51:00,DEV431,project-cognistream,mention
SL02218,2026-08-05 12:52:00,DEV018,backend,code_review_request
SL04983,2026-08-05 12:55:00,DEV260,frontend,deployment_alert
SL02031,2026-08-05 12:58:00,DEV040,engineering,message
SL03061,2026-08-05 12:58:00,DEV330,frontend,mention
SL03824,2026-08-05 12:59:00,DEV036,backend,ci_cd_alert
SL02236,2026-08-05 13:00:00,DEV459,data-team,mention
SL01962,2026-08-05 13:02:00,DEV129,engineering,deployment_alert
SL02445,2026-08-05 13:03:00,DEV381,backend,ci_cd_alert
SL01142,2026-08-05 13:06:00,DEV144,project-cognistream,mention
SL03643,2026-08-05 13:06:00,DEV409,backend,code_review_request
SL01208,2026-08-05 13:07:00,DEV242,data-team,mention
SL02816,2026-08-05 13:07:00,DEV433,frontend,message
SL00883,2026-08-05 13:11:00,DEV144,engineering,deployment_alert
SL01880,2026-08-05 13:13:00,DEV139,frontend,mention
SL04165,2026-08-05 13:15:00,DEV267,project-cognistream,mention
SL01695,2026-08-05 13:17:00,DEV184,backend,code_review_request
SL00391,2026-08-05 13:25:00,DEV154,frontend,code_review_request
SL01218,2026-08-05 13:33:00,DEV396,data-team,message
SL00843,2026-08-05 13:36:00,DEV359,project-cognistream,deployment_alert
SL03117,2026-08-05 13:39:00,DEV051,project-cognistream,message
SL02169,2026-08-05 13:42:00,DEV455,frontend,mention
SL03617,2026-08-05 13:45:00,DEV436,engineering,deployment_alert
SL04460,2026-08-05 13:49:00,DEV026,engineering,mention
SL03235,2026-08-05 13:53:00,DEV375,frontend,code_review_request
SL03001,2026-08-05 14:00:00,DEV424,engineering,ci_cd_alert
SL01428,2026-08-05 14:13:00,DEV405,project-cognistream,code_review_request
SL04319,2026-08-05 14:23:00,DEV471,data-team,mention
SL03375,2026-08-05 14:30:00,DEV381,project-cognistream,ci_cd_alert
SL01705,2026-08-05 14:39:00,DEV209,data-team,ci_cd_alert
SL00271,2026-08-05 14:41:00,DEV321,data-team,message
SL03916,2026-08-05 14:42:00,DEV267,engineering,deployment_alert
SL00104,2026-08-05 14:44:00,DEV406,dev-team,ci_cd_alert
SL03136,2026-08-05 14:45:00,DEV049,data-team,deployment_alert
SL00322,2026-08-05 14:48:00,DEV135,engineering,code_review_request
SL00447,2026-08-05 14:52:00,DEV076,backend,deployment_alert
SL00133,2026-08-05 15:01:00,DEV459,engineering,code_review_request
SL02524,2026-08-05 15:14:00,DEV429,data-team,mention
SL02962,2026-08-05 15:14:00,DEV152,engineering,message
SL03340,2026-08-05 15:15:00,DEV337,dev-team,code_review_request
SL04901,2026-08-05 15:21:00,DEV297,dev-team,code_review_request
SL04057,2026-08-05 15:25:00,DEV268,backend,ci_cd_alert
SL02448,2026-08-05 15:31:00,DEV395,engineering,ci_cd_alert
SL01584,2026-08-05 15:32:00,DEV488,project-cognistream,mention
SL03315,2026-08-05 15:36:00,DEV205,frontend,deployment_alert
SL04497,2026-08-05 15:38:00,DEV078,project-cognistream,deployment_alert
SL02007,2026-08-05 15:40:00,DEV181,project-cognistream,deployment_alert
SL04584,2026-08-05 15:55:00,DEV030,project-cognistream,mention
SL04075,2026-08-05 16:02:00,DEV493,dev-team,message
SL03441,2026-08-05 16:05:00,DEV014,project-cognistream,message
